Timestamp,id,lat,long
01/13/2014 06:32:01,4,36.07818854,24.87214688
01/13/2014 06:32:01,4,36.07819212,24.87205935
01/13/2014 06:32:01,28,36.07275516,24.87602803
01/13/2014 06:32:04,4,36.07820779,24.87180303
01/13/2014 06:32:05,4,36.07823271,24.87168699
01/13/2014 06:32:07,4,36.07822876,24.87152672
01/13/2014 06:32:08,4,36.07823493,24.87144404
01/13/2014 06:32:09,4,36.07814959,24.87142941
01/13/2014 06:32:10,4,36.0780717,24.87146202
01/13/2014 06:32:12,4,36.07788717,24.8714428
01/13/2014 06:32:13,4,36.07779961,24.87144746
01/13/2014 06:32:14,4,36.07770329,24.871459899999998
01/13/2014 06:32:15,4,36.07761714,24.87147002
01/13/2014 06:32:16,4,36.07755529,24.87148321
01/13/2014 06:32:17,4,36.077449,24.87148616
01/13/2014 06:32:18,4,36.07738555,24.87148573
01/13/2014 06:32:19,4,36.07728409,24.87148533
01/13/2014 06:32:20,4,36.07718799,24.87146614
01/13/2014 06:32:21,4,36.07712386,24.87146657
01/13/2014 06:32:22,4,36.07703285,24.871477600000002
01/13/2014 06:32:23,4,36.07691995,24.87144429
01/13/2014 06:32:24,4,36.07684657,24.87145919
01/13/2014 06:32:25,4,36.07675544,24.87143611
01/13/2014 06:32:26,4,36.07667943,24.87144512
01/13/2014 06:32:27,4,36.07657554,24.87143105
01/13/2014 06:32:28,4,36.07648813,24.87141766
01/13/2014 06:32:29,4,36.07639869,24.87141961
01/13/2014 06:32:30,4,36.07631993,24.87139193
01/13/2014 06:32:32,4,36.07613814,24.87137066
01/13/2014 06:32:33,4,36.07614829999999,24.87131293
01/13/2014 06:32:34,4,36.07614571,24.87121398
01/13/2014 06:32:35,4,36.07614766,24.87114628
01/13/2014 06:32:36,4,36.076123200000005,24.871057999999998
01/13/2014 06:32:37,4,36.07614321,24.87094604
01/13/2014 06:32:39,4,36.07614216,24.87079096
01/13/2014 06:32:40,4,36.07613387,24.87069803
01/13/2014 06:32:41,4,36.07614105,24.87059695
01/13/2014 06:32:42,4,36.07612744,24.87051099
01/13/2014 06:32:43,4,36.07613871,24.87044112
