Timestamp,id,lat,long
01/09/2014 03:20:01,1,36.06645717,24.88261133
01/09/2014 03:20:01,15,36.06035331,24.90559651
01/09/2014 03:20:02,15,36.06040506,24.90556323
01/09/2014 03:20:03,15,36.06042401,24.90550713
01/09/2014 03:20:05,15,36.0604343,24.90543304
01/09/2014 03:20:08,15,36.06050491,24.90526106
01/09/2014 03:20:09,15,36.06052534,24.90516522
01/09/2014 03:20:12,15,36.06062202,24.90507984
01/09/2014 03:20:16,15,36.06055663,24.9049234
01/09/2014 03:20:20,15,36.06065967,24.90462674
01/09/2014 03:20:22,15,36.06073999,24.90452415
01/09/2014 03:20:23,15,36.06068953,24.90449483
01/09/2014 03:20:26,15,36.06080987,24.90436291
01/09/2014 03:20:27,15,36.06078721,24.90432563
01/09/2014 03:20:29,15,36.06083582,24.904247199999997
01/09/2014 03:20:31,15,36.06088615,24.90417514
01/09/2014 03:20:34,15,36.06092053,24.90395977
01/09/2014 03:20:40,15,36.06092978,24.90368278
01/09/2014 03:20:43,15,36.06105269,24.90357967
01/09/2014 03:20:48,15,36.06108174,24.90332955
01/09/2014 03:20:51,15,36.06109416,24.90314346
01/09/2014 03:20:53,15,36.06113458,24.90315715
01/09/2014 03:20:54,15,36.061166,24.90304153
01/09/2014 03:20:56,15,36.06121609,24.90300291
01/09/2014 03:20:59,15,36.06123069,24.9028
01/09/2014 03:21:02,15,36.06130564,24.90263986
01/09/2014 03:21:03,15,36.06132267,24.90262687
01/09/2014 03:21:05,15,36.06134298,24.90250286
01/09/2014 03:21:08,15,36.0614044,24.90235466
01/09/2014 03:21:09,15,36.06136607,24.90239885
01/09/2014 03:21:10,15,36.06141311,24.90230276
01/09/2014 03:21:11,15,36.06143472,24.90219174
01/09/2014 03:21:12,15,36.06146172,24.902152800000003
01/09/2014 03:21:14,15,36.06155591,24.90213762
01/09/2014 03:21:16,15,36.06153117,24.90204692
01/09/2014 03:21:18,15,36.06157892,24.90189671
01/09/2014 03:21:20,15,36.061638099999996,24.90182411
01/09/2014 03:21:25,15,36.06170241,24.90162342
01/09/2014 03:21:27,15,36.06173358,24.90146908
01/09/2014 03:21:28,15,36.06172528,24.90144359
01/09/2014 03:21:29,15,36.06166939999999,24.90135969
01/09/2014 03:21:33,15,36.06180663,24.90117364
01/09/2014 03:21:34,15,36.06178686,24.90109714
01/09/2014 03:21:36,15,36.06179162,24.90106969
01/09/2014 03:21:38,15,36.06180028,24.9009986
01/09/2014 03:21:40,15,36.06186162,24.9009168
01/09/2014 03:21:41,15,36.06183789,24.90082207
01/09/2014 03:21:50,15,36.06193292,24.90036727
01/09/2014 03:21:51,15,36.06201565,24.90035113
01/09/2014 03:21:52,15,36.06195541,24.9002607
01/09/2014 03:21:54,15,36.06205565,24.90013699
01/09/2014 03:21:56,15,36.06201228,24.90006733
01/09/2014 03:21:57,15,36.06210563,24.90004882
01/09/2014 03:21:58,15,36.06205109,24.89998555
01/09/2014 03:22:02,15,36.06212267,24.89979641
01/09/2014 03:22:03,15,36.06211959,24.89978722
01/09/2014 03:22:06,15,36.062251700000004,24.89956676
01/09/2014 03:22:07,15,36.06227158,24.89955934
01/09/2014 03:22:08,15,36.0621886,24.89953978
01/09/2014 03:22:09,15,36.06224638,24.89951197
01/09/2014 03:22:10,15,36.06232792,24.89946292
01/09/2014 03:22:11,15,36.06228564,24.89943198
01/09/2014 03:22:12,15,36.06236601,24.89933831
01/09/2014 03:22:13,15,36.06228946,24.89926224
01/09/2014 03:22:15,15,36.06235661,24.899186899999997
01/09/2014 03:22:16,15,36.0623454,24.89913139
01/09/2014 03:22:18,15,36.06245427,24.89902726
01/09/2014 03:22:20,15,36.06237855,24.89891371
01/09/2014 03:22:22,15,36.06243032,24.89885762
01/09/2014 03:22:23,15,36.06252134,24.89879307
01/09/2014 03:22:25,15,36.06245254,24.89875972
01/09/2014 03:22:26,15,36.06247964,24.8986789
01/09/2014 03:22:28,15,36.06254203,24.89858252
01/09/2014 03:22:30,15,36.062553,24.89845873
01/09/2014 03:22:31,15,36.06261047,24.89845128
01/09/2014 03:22:33,15,36.06263671,24.89840317
01/09/2014 03:22:34,15,36.06260397,24.89833003
01/09/2014 03:22:36,15,36.06268738,24.89820347
01/09/2014 03:22:37,15,36.06269292,24.89813524
01/09/2014 03:22:38,15,36.06273761,24.89811993
01/09/2014 03:22:39,15,36.0627347,24.89804115
01/09/2014 03:22:43,15,36.06274212,24.8978593
01/09/2014 03:22:45,15,36.0628518,24.89779681
01/09/2014 03:22:47,15,36.06286574,24.89765637
01/09/2014 03:22:52,15,36.06294186,24.89745904
01/09/2014 03:22:55,15,36.06295423,24.89735607
01/09/2014 03:22:57,15,36.06295591,24.89725974
01/09/2014 03:23:00,15,36.06305215,24.89705949
01/09/2014 03:23:03,15,36.06317734,24.89691412
01/09/2014 03:23:04,15,36.06318211,24.89684055
01/09/2014 03:23:08,15,36.06324952,24.89682935
01/09/2014 03:23:09,15,36.06333312,24.89684582
01/09/2014 03:23:10,15,36.06335641,24.89686017
01/09/2014 03:23:19,15,36.06384195,24.896789300000002
01/09/2014 03:23:20,15,36.06385369,24.89681586
01/09/2014 03:23:21,15,36.06397965,24.89680744
01/09/2014 03:23:23,15,36.06411104,24.89679677
01/09/2014 03:23:25,15,36.064102,24.89683092
01/09/2014 03:23:26,15,36.06425544,24.89678481
01/09/2014 03:23:31,15,36.06428585,24.89666074
01/09/2014 03:23:32,15,36.06432452,24.89663252
01/09/2014 03:23:35,15,36.06441671,24.89644416
01/09/2014 03:23:36,15,36.06445514,24.8963983
01/09/2014 03:23:37,15,36.06441362,24.89639544
01/09/2014 03:23:38,15,36.06441005,24.89633637
